,preprocessed_text
3005,month old infant mom come right away started cry throw
3006,trump become netanyahu puppet
3007,hitler really hate slavic people
3008,win race mumbai delhi
3009,christian insatiable desire convert conservative jew important ungodly act
3010,hillary facebook block republican
3011,poor people think deserve money market dictate
3012,people like cursed good looking
3013,mormon missionary tell true story book book mormon made smith looking rock hat rock hat swindled neighbor claiming could find gold convicted court fraud
3014,bachelor yes prefer working woman housewife
3015,north indian speak kannada
3016,russian capable preventing preemptive strike zionist
3017,find weed canberra
3018,woman india le sex drive men think men think lot sex time woman
3019,agree woman respect man position protector way man must respect woman position care beautiful house example think practical thing
3020,seem really idiot trusted mark zuckerberg
3021,pakistani believe prophet mohammed pig eater
3022,true israel really democracy
3023,country wide spread exaggerated shame towards nation like brazil
3024,north indian student get better jee rank south indian
3025,indian love claim chinese pla indian soldier abandon soldier ladakh
3026,many hate muslim
3027,quora recently banning genuine question banning good writer left right high quora score weed
3028,punjabi khatris aroras rise india join pakistan country originally
3029,democrat fixed protecting slavery protecting illegal immigration cheap labor
3030,grab aunty boob p
3031,hope quora get bombed
3032,anyone believe government better government donald trump
3033,daughter indecent unladylike nocturnal activity stepfather
3034,safer troll liberal conservative
3035,opportunist decide become diplomat diplomatic immunity get exemption prosecution
3036,man itchy finger especially typing
3037,american left really unhinged
3038,claim true nelson mandela nothing strident terrorist
3039,trump muslim sharia sect
3040,india got advanced weapon u uk russia israel canada france et cetera free invading china india failed even get discount weapon country invading china different
3041,handsome boy ugliest girl nit warangal
3042,brahmin clever selfish characterless thing learn family whereever live disbalances society self made caste theory
3043,people quora exaggerate talking many people hate trump obviously true many wonderful people love trump
3044,white guy code lameness
3045,chinese like foreigner country mind immigrating country horde
3046,india secular country right burn poster prophet muhammad make insulting cartoon
3047,trump old enough fat enough might trip descending stair air force break neck
3048,nearly lakh student registered cat lucknow iim
3049,police men asshole
3050,hillary run use platform russia stealing election way get sympathy
3051,logic behind liberal silencing free speech remotely resembles white supremacism someone view fallacious cause people harm logically prove error way
3052,world different every woman carried concealed pistol
